account,order_number,order_full,item_id,title,item_url,qty_sold,qty_sold_original,line_instance,qty_available,price,price_text
primary,,,356150817626,Owners Manual for GoPro Hero 12 Black Camera,https://www.ebay.com/itm/356150817626,1,1,1,0,21.52,$21.52
primary,,,357648033938,Rotax Racing Kart Repair manual for 125 Senior Junior Max Mini Micro Evo,https://www.ebay.com/itm/357648033938,1,1,1,0,27.00,$27.00
primary,,,356150459669,Husqvarna Viking Designer Diamond Deluxe Instruction Manual,https://www.ebay.com/itm/356150459669,1,1,1,1,17.42,$17.42
primary,,,356120969149,Owners Manual for Sony PXW-FS7 Video Camera,https://www.ebay.com/itm/356120969149,1,1,1,0,18.44,$18.44
primary,,,356104228917,Owners Manual for Canon SX530 HS Power Shot Camera,https://www.ebay.com/itm/356104228917,1,1,1,0,20.56,$20.56
