account,order_number,order_full,item_id,title,item_url,qty_sold,qty_sold_original,line_instance,qty_available,price,price_text
primary,,,356150807909,Owners Manual for GoPro Hero 6 Black Camera,https://www.ebay.com/itm/356150807909,1,1,1,1,18.44,$18.44
primary,,,357555983208,Sony DSC RX10M4 Camera manual,https://www.ebay.com/itm/357555983208,1,1,1,0,17.30,$17.30
primary,,,356150817626,Owners Manual for GoPro Hero 12 Black Camera,https://www.ebay.com/itm/356150817626,1,1,1,0,21.52,$21.52
