account,order_number,order_full,item_id,title,item_url,qty_sold,qty_sold_original,line_instance,qty_available,price,price_text
primary,,,356885714929,"Operation Manual for Humminbird Xplore, Apex and Solix",https://www.ebay.com/itm/356885714929,1,1,1,1,27.90,$27.90
primary,,,356088026194,Singer 3337 Simple Sewing Machine Manual,https://www.ebay.com/itm/356088026194,1,1,1,1,15.21,$15.21
primary,,,356122547605,Operation Manual for Humminbird Helix 5 and 7,https://www.ebay.com/itm/356122547605,1,1,1,5,28.90,$28.90
primary,,,356885665539,Lowrance Elite FS Instruction Manual for FS 7 Elite FS 9 Elite,https://www.ebay.com/itm/356885665539,1,1,1,1,29.77,$29.77
primary,,,357658378201,Kenwood TS-140S TS-680S Service Manual,https://www.ebay.com/itm/357658378201,1,1,1,1,29.99,$29.99
primary,,,357639197833,"Yaesu FT-710 Operation Manual, 116 pages",https://www.ebay.com/itm/357639197833,1,1,1,1,20.90,$20.90
primary,,,357431818480,Manual for TC Helicon VoiceLive Play Vocal and Guitar Effects Processor,https://www.ebay.com/itm/357431818480,1,1,1,1,15.00,$15.00
secondary,,,204974771045,"Manual for HP 28C | HP 28S calculator, Step-by-Step Solutions:",https://www.ebay.com/itm/204974771045,1,1,1,0,,
