account,order_number,order_full,item_id,title,item_url,qty_sold,qty_available,price,price_text
primary,,,356122547605,Operation Manual for Humminbird Helix 5 and 7,https://www.ebay.com/itm/356122547605,1,0,28.90,$28.90
primary,,,357431818480,Manual for TC Helicon VoiceLive Play Vocal and Guitar Effects Processor,https://www.ebay.com/itm/357431818480,1,1,15.00,$15.00
