account,order_number,order_full,item_id,title,item_url,qty_sold,qty_sold_original,line_instance,qty_available,price,price_text
primary,,,356085296940,Bernette b77 Instruction Manual,https://www.ebay.com/itm/356085296940,1,1,1,1,19.36,$19.36
primary,,,356117628835,Owners Manual for Sony HVR-Z1 Video Camera,https://www.ebay.com/itm/356117628835,1,1,1,1,20.44,$20.44
